Name,Artifact Type,Category,Description,Tags,Classifications,Stewards,Related Terms,Business Start,Business End,Part of Terms,Type of Terms,Abbreviations,Data Classes,Synonyms,Secondary Categories
Project Finance,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Products >> Corporate Banking,Provide project financing facilities and associated services. Project finance is an arrangement where the repayment of the loan relies primarily on the project's generated cash flow. As a result the project's assets and rights may be held as secondary collateral to the loan. Project financing may use a special purpose vehicle (SPV) to handle the debt and enable sponsors to keep the debt off their own balance sheets,Service Domain,,,,,,,,,,,
Syndicated Loan,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Products >> Loans and Deposits,"This service domain fulfills a syndicated loan, including the coordination with syndicate members and clarification/administration of their obligations under the arrangement. It is assumed the bank is acting as the syndicate lead in this arrangement, coordinating with other lending banks in the syndicate in order to manage the transfer of funds. The syndicated loan can be for a single amount or be implemented as a more general loan facility that the customer can draw upon over its term. Note that initial customer offer processing may have covered many of these tasks informally, but once the syndicated loan initiation is made more formal syndicate arrangements must be established as an aspect of fulfillment handled here",Service Domain,,,,,,,,,,,
Credit Risk Operations,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Products >> Market Operations,This Service Domain monitors the counterparty credit limits  (CCL) used to govern trading activity to manage credit exposure. Note there may be regulatory requirements that determine allowed CCLs.,Service Domain,,,,,,,,,,,
Dealer Desk,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Products >> Market Trading,"Operate a dealer desk/workbench that may combine one or more physical trading seats/positions. The facility oversees market information feeds and displays and consolidate trading activity of the individual traders making up the desk. Dealer Desks can trade as principle or agent for the bank's customers and trade in instruments such as forex/MM, equities, commodities, derivatives and other financial assets. In addition to dealer desks that support agency and principle trading, desks may be organized to support other specialist activities such as the sales desk and market risk desk that specifically monitors the bank's market positions.",Service Domain,,,,,,,,,,,
ECM And DCM,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Products >> Corporate Finance,"The service domain provides fulfillment services for the issuance of primary market equity and debt capital market instruments for corporate customers. It supports both private and public (IPO) placements and covers the specification, pricing and placement activities associated with issuance. (it does not include secondary market trading of the instrument)",Service Domain,,,,,,,,,,,
Market Making,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Products >> Market Trading,Market making ensures liquidity in the markets as the market maker provides a buy/sell quote (typically in coordination with the exchange) for the security and guarantees that they will accept orders. The market maker will adjust the quote to manage their position and generates profit from the margin between buy and sell prices.,Service Domain,,,,,,,,,,,
Market Order,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Products >> Market Trading,"Market Order records an instruction from a customer or his or her representative (which could be an account manager in the bank) to buy or sell securities. It follows the order during its lifetime and reports back to the requestor on the execution.
In case of a sell order it puts a block on the investment account when the order is placed. This block will be removed when the order is executed or when it expires.
A market order may be broken into multiple market trades or combined with other market orders for a block trade at the bank's discretion",Service Domain,,,,,,,,,,,
Market Order Execution,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Products >> Market Trading,"The Market Order Execution Service Domain is responsible for the booking of securities transactions (e.g. resulting from market orders or some types of corporate actions) on investment accounts, so in terms of security name plus quantity. Market Order Execution knows the different transaction types and the related booking sets. It will call Securities Position Keeping to create the debit and the credit bookings of a transaction. It will ensure that the bookings of a securities transaction are executed completely or not at all (the latter in the case of an exception).
The execution of a market order may be in parts (trades) or it may be combined with other market orders for a block trade. The Service Connection ""Execute Market Order"" on this Service Domain handles the execution of (an undivided part of) one Market Order.
A securities transaction will have a related money transaction. This will be handled by Payment Order - Payment Execution.",Service Domain,,,,,,,,,,,
Program Trading,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Products >> Market Trading,"Program trading covers a broad range of market trading activities, where the trading rules policies driving the trading decisions are automated, likely with some level of human monitoring/oversight as appropriate. This generic Service Domain is intended to support any form of program trading. In practice a bank may find it necessary to 'clone and specialize' the service domain to support different type of program trading it may employ as necessary.",Service Domain,,,,,,,,,,,
Quote Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Products >> Market Trading,Quote management handles the process by which a trader obtains quotes from multiple market makers in order to select the bank to execute a trade with. Recent trade prices reported to the exchange can be compared with trade activity for the different quoting banks in order to make the selection,Service Domain,,,,,,,,,,,
Suitability Checking,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Products >> Market Trading,Confirm that all involved counterparties are suitable for a proposed market trade. The checks address regulatory requirements to ensure involved parties are suitably qualified/knowledgeable to participate in the type of trading activity (e.g. in the US suitability is defined by FINRA Rule 2111),Service Domain,,,,,,,,,,,
Trader Position Operations,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Products >> Market Trading,"Traded Position Management facilitates the trading of one or more selected securities by one or more appointed traders acting within a trading book 'team'. It enables the allocation of trading responsibilities and limits/constraints to individual traders acting within the group. The trading position includes facilities to enable the individual trader to monitor market opportunities, perform back testing, obtain quotes and for deal capture. A deal blotter records the dealer P&L during the trading session. The facility may also provide access to various securities valuation, market analysis and trading sensitivity/simulation tools.",Service Domain,,,,,,,,,,,
Trading Book Oversight,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Products >> Market Operations,The bank's trading book tracks the securities held by the bank that are frequently traded and may implement sophisticated risk measures to manage the banks exposure. Trading book oversight is responsible for tracking and analyzing the bank's trading book to manage risk,Service Domain,,,,,,,,,,,
Trading Models,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Models And Analytics,Manage the development and deployment of trading models to support automatic executions,Service Domain,,,,,,,,,,,
Contractor and Supplier Agreement,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Operations >> External Agency,Maintain and administer master and project/task specific contractor/supplier legal agreements. Confirm on-going compliance as necessary,Service Domain,,,,,,,,,,,
Correspondent Bank Directory,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Operations >> Clearing And Settlement,This service domain maintains reference details specific to a correspondent banking partner covering payment terms and preferences and security keys. It also consolidates transactional activity as might be needed to track reciprocity with the correspondent bank. Any specific arrangements and terms (e.g. SSIs) that might override market directory details are maintained here as part of the data record.,Service Domain,,,,,,,,,,,
Correspondent Bank Relationship Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Operations >> External Agency,"Handle the negotiation, development and tracking of reciprocity with correspondent bank relationships",Service Domain,,,,,,,,,,,
Information Provider Administration,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Channel Management,Administer the information feed configuration and service agreement with the commercial information providers including subscription and service payment authorization activities,Service Domain,,,,,,,,,,,
Interbank Relationship Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Operations >> External Agency,"This function handles managed interbank relationships. The are a range of relationship considerations that may apply between banks covering trading arrangements, joint ventures, clearing and settlement arrangements etc. The Interbank Relationship Management function acts as a relationship planning and coordination point to facilitate interbank interactions",Service Domain,,,,,,,,,,,
Product Broker Agreement,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Operations >> External Agency,"This service domain administers the contractual, operational and financial aspects of the relationship with a 3rd party product or service provider. Note that other service domains handle different aspects of broker relations such as relationship management, commissions, billing and payments and operational support",Service Domain,,,,,,,,,,,
Product Service Agency,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Operations >> External Agency,Maintain contractual and service agreements with transaction related service providers (e.g. legal/tax advisors),Service Domain,,,,,,,,,,,
Sub Custodian Agreement,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Operations >> External Agency,Maintain sub custodian agreement terms and track and report on sub custodian activity. Note the lead custodian role may engage a sub custodian for handling international securities outside its jurisdiction,Service Domain,,,,,,,,,,,
Syndicate Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Operations >> External Agency,Manage the membership and administration of syndicates in compliance with the agreed syndicate charter and operating agreements. The combines the application of eligibility requirements to establish membership and the subsequent ensuring of compliance with performance obligations defined under the membership,Service Domain,,,,,,,,,,,
Counterparty Administration,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Operations >> Clearing And Settlement,"Maintain and provide access to the counterparty reference details to support trading/payment activity. This includes SWIFT addresses, standard settlement instructions that are published. The data is typically acquired using a market feed for the default values, but the facility can support the maintenance of specific details and instructions that apply to the counterparty relationship overriding the public default",Service Domain,,,,,,,,,,,
Financial Instrument Reference Data Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Information Providers,Maintain a central reference directory of market traded asset/instrument details. The details are typically captured from one or more specialist market feeds that publish market asset/instrument details. It can include the result of internal reference data processing,Service Domain,,,,,,,,,,,
Financial Market Analysis,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Information Providers,Analyze available sources of internal and external financial market information and research to develop insights and opinions on any aspect of financial market activity and pricing,Service Domain,,,,,,,,,,,
Financial Market Research,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Information Providers,Consolidate financial market information from a variety of sources and optionally organize the consolidated information to align to different topics or categories for subsequent selection and analysis (see Financial Market Analysis),Service Domain,,,,,,,,,,,
Information Provider Operation,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Information Providers,Operate the interface for importing data feeds from commercial information providers and internal broadcast pages,Service Domain,,,,,,,,,,,
Location Data Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Party Reference,"The maintenance of location details is used to check the validity, allowed use and occupancy of locations - both physical and virtual. This information can be augmented using external directory services when appropriate. The information is used for authentication and security purposes, and can also be used for interactive location based sales and marketing when combined with location tracking services/capabilities",Service Domain,,,,,,,,,,,
Market Data Switch Administration,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Channel Management,Administer the internal information distribution 'switch' with external and external market information feeds and associated employee access rights. Note this can include 'brokering' information access on a first come first serve basis for limited active user number feed services,Service Domain,,,,,,,,,,,
Market Data Switch Operation,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Information Providers,This facility handles the real-time operation of the market information dissemination switch that is typically used to support trading and investment functions. It references the access entitlement to services for users maintained by the Market Data Switch Administration service domain (there can be complex rules governing access to various feeds). The dissemination mechanism/switch may support composite pages of data and interactive service requests. It may also support internally published information such as bank rates defined by the bank's treasury unit,Service Domain,,,,,,,,,,,
Market Information Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Information Providers,"Consolidate market information from multiple sources and in any suitable media/format in order to build a bank financial market knowledge-base. The service domain activities include maintaining, refining, qualifying/verifying and presenting information in order to improve the quality of the available market intelligence within the bank",Service Domain,,,,,,,,,,,
Public Reference Data Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Information Providers,"This service domain maintains and provides structured access to standard 'global' reference data and definitions associated with market activity such as currency, country and segment identifiers. These values will typically be externally sourced using market information feeds and distributed using whatever is the appropriate mechanism within the bank",Service Domain,,,,,,,,,,,
Quant Model,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Models And Analytics,Develop and maintain a portfolio of quantitative analysis (quant) models that can be applied in different contexts across the business.,Service Domain,,,,,,,,,,,
Legal Entity Directory,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Party Reference,"Maintain the legal entity structure including ownership, subsidiaries and partnership details",Service Domain,,,,,,,,,,,
Party Routing Profile,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Cross Channel,"The customer profile service domain is used to tune the customer experience during any real-time interaction with the bank. A collection of status indicators, ratings and alerts can be maintained that are then used to influence the routing and servicing decisions that govern the customer interaction. For example a status indicator could include a warning that the account is in distress which would limit sales activity and might result in routing a contact to a specialist account recovery servicing facility.",Service Domain,,,,,,,,,,,
Discount Pricing,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Product Management,Maintain a current price list (with ranges and optional terms) by product/customer type for exceptional pricing conditions that override standard pricing as would be derived from the standard product specification,Service Domain,,,,,,,,,,,
Product Deployment,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Product Management,"Plan and administer the deployment activities for new and enhanced products and services, includes employee training, product inventory and solution deployment and coordination with systems production release, IT platform operations, production fulfillment staffing, customer servicing, marketing and sales activities",Service Domain,,,,,,,,,,,
Product Design,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Product Management,"Design and refine bank product and service specifications. This addresses multiple aspects including the core product specification definition, legal, tax and regulatory compliance, pricing, risk and performance assessments, testing and supporting systems and production requirements definition",Service Domain,,,,,,,,,,,
Product Directory,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Product Management,The product directory service domain provides a central service to reference product specifications and related details. The broad range of specification information available includes: product feature descriptions; pricing and eligibility requirements used in sales and on-boarding; servicing support and guidelines; and operational and production requirements,Service Domain,,,,,,,,,,,
Product Quality Assurance,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Product Management,"The service domain maintain and execute a portfolio of product quality assurance tests and if appropriate certifications to apply to new and updated production applications. These tests can be applied to any specific aspects of product sales, servicing and fulfillment as might be appropriate",Service Domain,,,,,,,,,,,
Product Training,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Product Management,"This service domain handles the development and delivery of product specific training across the workforce to schedule and as a requested service. This includes the use of all appropriate media and training mechanisms (on-line, self taught, classroom etc.)",Service Domain,,,,,,,,,,,
Special Pricing Conditions,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Customers >> Sales,This service domain allows the bank to apply special pricing terms and conditions that override standard price calculations. These override facilities are to be used in specific situations where a bank level decision is taken to amend prices or pricing terms in response to some major event or business development action,Service Domain,,,,,,,,,,,
Asset And Liability Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Management >> Business Direction,A central policy and direction capability that reviews consolidated bank P&L profile and performance and defines and directs asset and liability policies. Also sanctions and/or influences large transactions,Service Domain,,,,,,,,,,,
Asset Securitization,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Finance And Risk Management >> Group Treasury,"This service domain supports the bank's selection, securitization and sale of bank customer loan assets. This may be undertaken to adjust the make-up of the loan portfolio or to raise funds to support the bank's operations. The process includes the selection, packaging, pricing and placement of the loan assets",Service Domain,,,,,,,,,,,
Bank Portfolio Administration,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Finance And Risk Management >> Group Treasury,"Consolidate, ratify, correct and present timely transaction information to support the analysis of the bank's consolidated 'book of business'",Service Domain,,,,,,,,,,,
Bank Portfolio Analysis,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Finance And Risk Management >> Group Treasury,Define and maintain a broad collection of analytical views and ad-hoc analyses into the consolidated book of business for the enterprise. Develop and refine analyses in response to events and detected trends,Service Domain,,,,,,,,,,,
Corporate Treasury,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Finance And Risk Management >> Group Treasury,This service domain manages and administers the consolidation of transaction details and summaries in order to derive and report on the array of consolidated positions managed by Treasury. This includes the assembly of related maturity ladders (cash flow projections) and managing tactical and strategic funding activity for the bank. It is also responsible for tracking prevailing market conditions and determining the various bank rates that should be applied throughout the bank,Service Domain,,,,,,,,,,,
Corporate Treasury Analysis,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Finance And Risk Management >> Group Treasury,Track the consolidated treasury positions for the Bank (includes liquidity and capital adequacy) and initiate interbank and market trades and hedging as needed to remain within desired boundaries,Service Domain,,,,,,,,,,,
Stock Lending and Repos,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Products >> Market Trading,"Stock lending and repos (repurchase agreements) support the tri-party repo where the bank conducts the transactions with both the seller and buyer of the securities protecting both their interests (ensuring cash is transferred and the security delivered as agreed) to support the short term purchase/loan transaction. Term and open repos can be supported, the latter involving more complex credit considerations.",Service Domain,,,,,,,,,,,
Branch Portfolio,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Channel Management,Evaluate coverage and relative performance of branches. Optimize product allocation and marketing activity across the available branch network.,Service Domain,,,,,,,,,,,
Channel Portfolio,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Channel Management,Evaluate the coverage and relative performance of different channels with respect to the blend of service and product activity. Optimize channel use to minimize costs and enhance customer experience,Service Domain,,,,,,,,,,,
Competitor Analysis,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Marketing And Development,This service domain provides the range of competitor analysis that inform and support product and service design and business development activities and decisions. It draws on external market research and internal business intelligence gathering as necessary. A standard set of analytical views can be defined and maintained as well as targeted ad-hoc analysis as necessary,Service Domain,,,,,,,,,,,
Contribution Analysis,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Marketing And Development,Execute contribution analysis across customer/product activity to expose business development opportunities,Service Domain,,,,,,,,,,,
Customer Portfolio,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Marketing And Development,Maintain a portfolio of view of the customer base with key customer data and consolidated activity details to support profitability and performance analysis across many possible customer segment dimensions,Service Domain,,,,,,,,,,,
Market Analysis,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Marketing And Development,This service domain supports the broad range of market analysis needed to support business management decisions across the bank. It draws on external market research and internally generated business information as necessary. It is used to develop insights into market trends and potential opportunities/threats. It may also be used to evaluate key events that might impact the bank's business directly or that of important customers and customer segments. A standard set of analytical views can be defined that are maintained. Furthermore the service domain may provide ad-hoc/customized analysis services,Service Domain,,,,,,,,,,,
Market Research,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Marketing And Development,"This service domain supports general market research for a wide range of uses and sources - including customer and competitor activity and related market assessments. It can combine subscribing to and consolidating market research with supporting on-line/interactive access to market news sources (general, not financial market). A more sophisticated implementation will support specific market information requests and the consolidation of gathered intelligence",Service Domain,,,,,,,,,,,
Product Portfolio,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Product Management,Maintain a portfolio of view of the bank's products with key product performance data and consolidated activity details to support profitability and performance analysis across the product portfolio,Service Domain,,,,,,,,,,,
Segment Direction,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Marketing And Development,"Define, implement, track and assess the business performance goals for defined market segments. This perspective supports a particular organizational structure where enterprise strategies and plans are aligned to market segments (often in addition to product divisions)",Service Domain,,,,,,,,,,,
Business Risk Models,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Finance And Risk Management >> Operational Risk,Develop and maintain models that assess commercial/business exposures,Service Domain,,,,,,,,,,,
Contribution Models,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Models And Analytics,Develop and refine contribution models to detect underdeveloped business relationships and other opportunities,Service Domain,,,,,,,,,,,
Credit and Margin Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Finance And Risk Management >> Market Risk,Determine and refine credit and margin directives and policies to reflect the overall risk/reward appetite of the organization and govern credit decisioning,Service Domain,,,,,,,,,,,
Credit Risk Models,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Models And Analytics,"This service domain handles the development, maintenance and continual assessment and refinement of the collection of credit models that are deployed across the bank. This includes individual credit assessments and more complex analyses for merchants and companies/corporations. The models are used to derive credit scoring and support more involved credit analysis/insight development",Service Domain,,,,,,,,,,,
Customer Behavior Models,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Models And Analytics,"This service domain handles the development, maintenance and continual assessment and refinement of the collection of customer behavior models that are deployed across the bank. This includes more general analyses for sales, operational behavior, relationship development and specific behaviors such as credit and fraud detection. Customer can cover consumer, corporate and merchant behavior for some behavioral models/scanners",Service Domain,,,,,,,,,,,
Economic Capital,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Finance And Risk Management >> Market Risk,"Develop, maintain and apply models that combine the overall risk over different risk types to determine the consolidated risk position for the bank",Service Domain,,,,,,,,,,,
Financial Instrument Valuation Models,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Models And Analytics,"Develop and maintain a portfolio of valuation models considering currency, interest rate, instrument quotes, indices, commodity prices and other market, liquidity and credit risk factors. Support the use of these models in trading and pricing activity",Service Domain,,,,,,,,,,,
Fraud Model,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Models And Analytics,"Analyze history of transactions and fraud cases  to discern fraud patterns and develop Rule sets, Decision Trees, and Machine Learning/Predictive models to identify out of pattern transactions or events and their fraud risk score. Support the use of these models and rules in different production contexts and refine the models in response to new and changing patterns",Service Domain,,,,,,,,,,,
Gap Analysis,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Finance And Risk Management >> Market Risk,"Maintain and track projected consolidated cash flows to support evaluation and management of currency and interest rate risk positions, the bank's overall dispositive liquidity risk",Service Domain,,,,,,,,,,,
Liquidity Risk Models,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Models And Analytics,"Develop and maintain models for dispositive and structural liquidity risk management, including liquidity gap analysis, Liquidity at Risk (LaR) and Liquidity Value at Risk (LVaR).",Service Domain,,,,,,,,,,,
Market Risk Models,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Models And Analytics,"Develop and maintain a portfolio of market risk models including currency, interest rate, instrument quotes, indices, commodity prices and other market and macro-economic risk factors. Support the use of these models in trading and pricing activity",Service Domain,,,,,,,,,,,
Operational Risk Models,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Finance And Risk Management >> Operational Risk,0,Service Domain,,,,,,,,,,,
Production Risk Models,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Finance And Risk Management >> Operational Risk,Develop and refine production risk models to detect possible exposures to procedural failures,Service Domain,,,,,,,,,,,
Compliance Reporting,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Finance And Risk Management >> Compliance,"This service domain schedules, consolidates information and reports on internal audit and compliance activity across the bank",Service Domain,,,,,,,,,,,
Financial Statement Assessment,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Operations >> Accounting Services,"The Financial Statement Assessment Service Domain supports a broad range of calculations and assessments that can be applied to financial reports that can be submitted from various sources including customer organizations and business units. The assessment can derive many insights including projected values of assets and liabilities, project cash flows and liquidity, determine risk profiles and sensitivity to different market conditions.",Service Domain,,,,,,,,,,,
Fraud Resolution,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Finance And Risk Management >> Credit Risk,"Setup and update Fraud Case and handle investigation and resolution steps, which may involve initiating containment actions, obtaining documentation, performing forensic investigation and actions, determining liability, initiating resolution actions such as reversals and financial adjustments, subscribing and publishing to Consortia, determining root cause and initiating corrective/preventive actions. The Fraud Case may be opened by Product/Channel Facility,  Fraud Diagnosis or by Customer Case.",Service Domain,,,,,,,,,,,
Guideline Compliance,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Finance And Risk Management >> Compliance,"This service center administers the activity of a specialists tasked with testing and confirming guideline compliance. Compliance tests may include document reviews, more detailed transaction analysis and may involve interactions with the unit under test to obtain additional detail/explanation. Guideline compliance is typically focused on larger value investment and loan activities, confirming transactions are executed in alignment with management guidelines and prudential policies.",Service Domain,,,,,,,,,,,
Regulatory Compliance,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Finance And Risk Management >> Compliance,This service domain administers the scheduled and ad-hoc application of regulatory checks. This includes interpreting the full range of regulatory requirements governing the bank's operations and determining which regulations apply in specific circumstances across the enterprise. Support and guidelines are provided to activities in the bank that are subject to the regulations and scheduled and ad-hoc checks performed to confirm compliance,Service Domain,,,,,,,,,,,
Regulatory Reporting,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Finance And Risk Management >> Compliance,"The service domain handles the bank's regulatory reporting obligations. This includes the consolidation and presentation of information in regulatory reports and disclosures and handling the response to regulatory requests for information as part of ongoing regulator relations. It also handles the scheduled consolidation, formatting and delivery of the range of compliance reports including 'on-line' trade reporting and after the event transaction analysis reporting",Service Domain,,,,,,,,,,,
Advanced Voice Services Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Channel Management,"Handles the oversight and configuration of the PBX (telephony/voice) access channel. This includes assessing capacity, performance, scheduling maintenance and updates to the channel configuration. Also determining allowed access and usage and troubleshooting major production problems",Service Domain,,,,,,,,,,,
Advanced Voice Services Operations,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Channel Specific,This service domain handles the operation of the PBX/telephony infrastructure which can include embedded IVR capabilities. The PBX system will have close integration with the call center and E-Branch capabilities depending on the degree of computer telephony integration (CTI) and cross channel support,Service Domain,,,,,,,,,,,
ATM Network Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Channel Management,Configure the allocation of products and services across the ATM network and oversee ATM access registration & controls,Service Domain,,,,,,,,,,,
ATM Network Operations,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Channel Specific,"This service domain handles all automated aspects of operating the ATM network. This includes tracking the movement of cash and documents through the network and its ATM devices. It also handles the detection and response to device errors and alerts, including overseeing the physical movement of cash and documents and the handling of device alerts and outages",Service Domain,,,,,,,,,,,
Branch Currency Distribution,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Distribution,This service domain handles the scheduling and secure distribution of currency throughout the branch network (for bank branches and remote ATM locations). It ensures the required float is maintained at locations and undertakes the movement into and out of central currency holding facilities as necessary to ensure cash availability,Service Domain,,,,,,,,,,,
Branch Currency Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Channel Management,"This service domain is responsible for tracking the available cash (currency) inventory held and distributed within the Branch location to teller and ATM positions, to ensure adequate float is always available at all positions. Also to check balances and see that excess cash is transferred to secure central storage as appropriate. If necessary specific criteria can be selected to refine the allocation",Service Domain,,,,,,,,,,,
Branch Location Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Channel Management,"This service domain oversees/manages the day to day bank branch location activity, maintaining branch plans and budgets, assigning responsibilities, determining the optimum coverage of products and services and reporting on branch activity and performance",Service Domain,,,,,,,,,,,
Branch Location Operations,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Channel Specific,"Administer the day to day activity within the branch - allocating tellers and customer relationship managers to positions and tracking availability/performance, ensuring cash floats and product consumables are on hand and that all facilities are in working order",Service Domain,,,,,,,,,,,
Branch Network Management,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Business Development >> Channel Management,"Configure the available services and products (ATM, office/table and teller assignments) for the branch locations across the overall branch portfolio. (Note an ATM is treated as a specific type of branch location in the BIAN model)",Service Domain,,,,,,,,,,,
Card Terminal Administration,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Channel Specific,"This service domain is responsible for the allocation of the Point of Sale Terminal of Authorization Link interface to the Merchant, configuring and activating the device or interface, and managing its ongoing status, including replacement of faulty devices or interfaces. The Acquiring Bank configures the terminal or the interface to meet the specific requirements of the Merchant depending on the merchant type, risk and other terms and conditions.",Service Domain,,,,,,,,,,,
Card Terminal Operation,glossary_term,BIAN Hierarchies >> Service Landscape - Value Chain >> Channels >> Channel Specific,This service domain maintains a record of the transactions received from each Point of Sale Terminal or Authorization Link used by the Merchants to submit card charges and is used to help the merchant reconcile the transactions at the end of day or shift. Transactions are forwarded to the Card Clearing service domain when the terminal batches are closed by the merchant. The service domain also monitors the operating status of the terminals and handles terminal replacement.,Service Domain,,,,,,,,,,,
